name,id,office,position,professionGroup,uah,usd,gbp,eur,total,region
Рязанцев Андрій Вікторович,8eee8533-5105-4570-ac23-de0d9d72e24a,Міністерство фінансів України,Начальник управління верифікації та моніторингу виплат,ministerstvo,6424,500000,,,500247,
Саакашвілі Міхеіл Ніколозович,b9532c6e-5696-4571-9c3e-1ddd62032ad1,Одеська обласна державна адміністрація,Голова Одеської обласної державної адміністрації,golova,129950,57000,,96000,166638,Одеса
Сабадош Любомир Юрійович,b8e883e5-5446-43c8-b350-ab6b9585eeae,Державне космічне агентство України,Голова,,4264343,1319838,50000,270000,1838151,
Сава Світлана Євгенівна,33af9601-6a5c-4ac5-abae-f929637c036c,Луцька ОДПІ ГУ ДФС у Волинській області,начальник інспекції,inspector,453872,31763,,14000,64479,Луцьк
Саврасов Максим Віталійович,290c2454-e98d-4651-989c-a74de1797491,Верховна Рада України,Народний депутат України,deputat,1500000,350000,,10000,418592,
Савченко Олексій Юрійович,74b1519a-7ceb-429e-bd6d-f1765b0ae60f,Миколаївська обласна державна адміністрація (станом на 31.12.2015 р. - Верховна Рада України),Голова Миколаївської обласної державної адміністрації (станом на 31.12.2015 р. - народний депутат України),deputat,276572934,12156867,5,1014064,23899623,Миколаїв
Сагайдак Ілля Вадимович,49079129-9956-4934-827a-acec4ca7f455,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),Заступник голови Київської міської державної адмініцстрації,golova,54944502,880000,,,2993250,Київ
САГАЛЬ АНДРІЙ ВІКТОРОВИЧ,2c6a6409-9aa6-4787-809c-03021eaf9c72,Ратнівський відділ поліції Головного управління національної поліції у Волинській області,Начальник відділу патрульної поліції,slidchi,,26000,,,26000,Луцьк
Садовий Геннадій Іванович,58476069-afe8-44bc-8f0e-b9b30930a3c8,Калинівська об'єднана державна податкова інспекція Головного управління ДФС у Вінницькій області,начальник Калинівської об'єднаної державної податкової інспекції Головного управління ДФС у Вінницькій області,inspector,,25500,,,25500,Вінниця
Садовський Руслан Миколайович,5daefe6f-96f1-4739-98fb-72862bfa3902,Обухівська районна державна адміністрація,перший заступник голови адміністрації,golova,200000,170000,,,177692,
Саєнко Олександр Сергійович,4ebd6efe-802b-4d4d-bf4b-791d142e4026,Кабінет Міністрів України,Міністр Кабінету Міністрів України,ministerstvo,99888,192000,,,195841,
Самардак Григорій Вікторович,fb0cf4f6-bd0f-4c8d-be37-717a1048c327,Запорізька обласна рада,голова обласної ради,golova,3537000,60000,,30000,228738,Запоріжжя
Сандула Василь Анатолійович,27f44ea2-332f-4d18-bde0-165b331345da,слідче управління фінансових розслідувань ГУ ДФС у Львівській області,старший слідчий,slidchi,100000,50000,,35000,91996,Львів
Санжара Олександр Олександрович,dcc0ee07-9f87-45b7-9ef8-75e34c949396,Дніпровська міська рада,"заступник міського голови з питань діяльності виконавчих органів, керуючий справами виконавчого комітету Дніпровської міської ради",golova,1760000,57000,,34000,161752,Дніпропетровськ
Санін Богдан Володимирович,5439b8d8-e228-4871-bf99-ce2783b0c381,Окружний адміністративний суд міста Києва,суддя,suddia,253542,160174,,10798,181695,
Сапсай Олег Васильович,b16c772b-f6a1-4aff-9fd1-734d2e2b8f13,СВ ФР ДПІ у Бабушкінському районі м. Дніпропетровська ГУ ДФС у Дніпропетровській області,старший слідчий,slidchi,180000,60000,,,66923,Дніпропетровськ
Сарнацький Євген Володимирович,fc032083-8cf1-4932-8f80-ddfc0fae1798,Державне управління справами,Заступник Керівника,,2550316,1135000,,,1233089,
Сахно Роман Іванович,4a84df62-ae66-46c3-88ca-264e3da015d9,Вищий спеціалізований суд України з розгляду цивільних і кримінальних справ,суддя,suddia,3363436,,,,129362,
Сачук Ганна Іванівна,9de03096-f996-4815-ac3c-a19de214cb2c,слідче управління Головного управління Національної поліції у м. Києві,старший слідчий в ОВС СУ ГУ НП у м. Києві ,slidchi,,29200,,2500,31925,
Свириденко Володимир Вікторович,cf6cf566-6a18-4df8-9983-d01105281a79,Бориспільська об'єднана державна податкова інспекція ГУ ДФС у Київській області,начальник,inspector,680000,,,,26153,Київ
Святаш Дмитро Володимирович,649c5243-fef5-4807-b815-3a968330d920,Верховна Рада України,народний депутат України,deputat,19015311,850149,,660145,2301065,
Севостьянова Наталія Іларіонівна,2aea5c6c-a66d-4ad0-ab66-dce574c4ea2b,Міністерство юстиції України,Перший заступник Міністра юстиції України,ministerstvo,545823,290000,,40000,354593,
Севрук Юрій Григорович,fae01985-c737-4ae2-a25a-41c2a6aee2cb,"Генеральна прокуратура України, відряджений до Національної академії прокуратури України","Перший заступник Генерального прокурора України, на час відрядження проректор НАПУ",prokuratura,1788826,217000,,10730,297496,
Семерак Остап Михайлович,2ceb277d-a65a-4bb0-bb55-f0af3051dd83,Міністерство екології та природних ресурсів України,Міністр ,ministerstvo,337265,160500,,,173471,
СЕНДАК ІГОР МИХАЙЛОВИЧ,846fda6b-ef3e-469b-9926-9349cc45898f,прокуратура Закарпатської області,заступник прокурора області,prokuratura,,173000,,,173000,Закарпаття
Сергієнко Сергій Федорович,3eb03d22-ce51-423c-b0ab-edbba34603da,Чернігівська обласна державна адміністрація ,Заступник голови Чернігівської обласної державної адміністрації ,golova,,553400,,487600,1084884,
Сєрякова Інна Анатоліївна,100b1709-d75a-4feb-b615-b5e80b9416b5,Державна екологічна інспекція у Запорізькій області,перший заступник начальника - перший заступник Головного державного інспектора з охорони навколишнього природного середовища в Запорізькій області,inspector,203600,98352,,,106182,Запоріжжя
Сибіга Олександр Миколайович,68aa3e6c-ded7-4f16-8116-25fc4dfa4a81,Вищий господарський суд України,суддя,suddia,,246000,,154000,413860,
Сидоренко Ніна Сергіївна,e131bd21-f94c-48da-93c7-5ccf0f0ce93f,Антимонопольний Комітет України ,Заступник Голови - державний уповноважений,,407948,450000,,,465690,
Сидоренко Олег Володимирович,70b2bbfe-28c1-4e30-8cdb-534261f4932d,Державне управління справами,заступник керівника Управління капітального будівництва та житлово - комунального господарства,,10814766,260000,,14000,691212,
Синютка Олег Михайлович,e5f0ec88-b088-452b-af70-86fc28a36b28,Львівська обласна державна адміністрація (ЛОДА),Голова,golova,821452,79000,,61000,177084,Львів
Сілкін Костянтин Юрійович,92f2ac09-b19c-4bc8-b95d-18a50c270871,Департамент державної виконавчої служби Міністерства юстиції України,заступник директора департаменту,ministerstvo,700000,115000,,,141923,
Сіщук Роман Миколайович,5eff4795-8f50-4ff7-a014-428999971dd4,Міністерство закордонних справ України,в.о. начальника відділу ОБСЄ,ministerstvo,140942,145000,,,150420,
Скакун Оксана Миколаївна,77b8c942-c791-4774-8685-91a6e52f9901,Прокуратура міста Києва,прокурор Київської місцевої прокуратури № 9,prokuratura,2326000,,,,89461,Київ
Скальський Владислав Володимирович,ae1dd4c4-1b76-4569-b10d-d28b91aa59ed,Вінницька міська рада,Заступник міського голови,golova,504188,355680,,150000,538571,Вінниця
Скоробагач Володимир Іванович,10ab22b6-b48d-449a-b4b2-70ac25b93cbb,Харківська обласна рада,Заступник голови Харківської обласної ради,golova,17300000,3286288,,480837,4475784,Харків
Скуратовський Сергій Іванович,ccd7fbf5-9506-4fe1-acd1-f06c0c180246,"Комітет Верховної ради України з питань будівництва, містобудування і ЖКГ",Голова комітету,,10000000,2300000,,,2684615,
Скуратовський Сергій Іванович,bf5b9492-7cbb-46e1-a355-dc6d7881ba44,Верховна Рада України,"Голова комітету Верховної ради України з питань будівництва, містобудування і ЖКГ, народний депутат України",deputat,10000000,2300000,,,2684615,
Слободянюк Віктор Миколайович,03f47580-7105-4a26-966f-5d83b77266e6,Козятинська Районна Рада,Голова ,golova,180000,115000,,,121923,
Смілянський Ігор ,a0cb63ae-e0ef-41ec-aa35-315b8361d4c9,Генеральний Директор УДППЗ Укрпошта,Генеральний Директор УДППЗ Укрпошта,,,703284,,,703284,
Смокович Юлія Петрівна,091f46d0-3521-4b54-9f19-3ba0a402d5e2,Генеральна прокуратура України,Начальник відділу забезпечення державного обвинувачення у регіонах управління підтримання державного обвинувачення в суді Департаменту підтримання державного обвинувачення та представництва інтересів громадянина або держави в судах,prokuratura,367145,87000,,1518,102775,
Смокталь Олександр Вікторович,3143f5d5-8b64-4991-967a-c07f0e712ed0,Департамент захисту економіки Національної поліції України,Заступник начальника управління - начальник відділу управління захисту економіки в Херсонській області Департаменту захисту економіки Національної поліції України,slidchi,1325000,37000,,,87961,Херсон
Смолій Яків Васильович,99b0343c-e398-4811-8ec9-513e7036a3f5,Національний банк України,Заступник голови,,12928516,4264385,,14894,4777870,
Смук Микола Миколайович,535eb26c-81f8-4174-b5fd-28848fd104bb,Міністерство юстиції України,Заступник начальника управління - начальник відділу контролю у сфері нотаріату Департаменту державної реєстрації та нотаріату,ministerstvo,175500,230000,,,236750,
Собко Микола Степанович,0f4edca4-13ed-473e-be06-3d9c298df7d2,Державна екологічна інспекція у Чернівецькій області,Перший заступник начальника Державної екологічної інспекції у Чернівецькій області - перший заступник Головного Державного інспектора з охорони навколишнього природнього середовища Чернівецької областіі,inspector,3600000,2850000,,,2988461,Чернівці
Соколов Олег Анатолійович,e797ac05-d35c-4927-be28-0db3d2ea5e2d,Спеціалізована державна податкова інспекція з обслуговування великих платників у м.Донецьку МГУ ДФС,Перший заступник начальника,inspector,1486933,,,,57189,Донецьк
Соловей Юрій Ігорович,37ebe181-fe5d-434f-8255-66c00e7d9113,Народний депутат України,Заступник голови комітету,deputat,,436753,,,436753,
Соловйов Едуард Петрович,cb03cc77-cfbf-454c-b83e-22a991ef8766,Головне Управління національноі поліціі в м.Кієві,заступник начальника слідчого управління,slidchi,,105000,,15000,121350,
Солод Юрій Васильович,e0b1cfa9-f399-49fc-a7d8-63327526dbff,Верховна Рада України,Народний депутат України,deputat,734566,602000,,806000,1508792,
Сотник Олена Сергіївна,decc87b1-56d3-4ef0-8dda-9cd5d60f6e16,Верховна Рада України,Народний депутат України,deputat,474918,459782,137,7983,486913,
Сохацька Юлія Володимирівна,f784dda0-6cfa-4076-a8b4-ea754e5dc8b1,Державна податкова інспекція у м.Рівному Головного управління ДФС у Рівненській області,Начальник відділу аналізу та моніторингу забезпечення доходів і зборів,inspector,17509,11205,,16390,29743,Рівне
Спаських Наталія Миколаївна,2856b780-2c95-4f71-a912-2a7f263cbc1d,господарський суд Черкаської області,суддя,suddia,227873,204149,,20000,234713,Черкаси
Спірін Руслан Миколайович,72fe14e9-1218-4907-aba6-24043bdbac34,Міністерство закордонних справ України,Посол України в Мексиканських Сполучених Штатах,ministerstvo,,100000,,,100000,
Стаматіна Марина Владиславівна,2d4ccf10-599c-4e26-9750-3304084eba2d,Харківська міська рада Харківської області,Заступник міського голови з питань правового забезпечення,golova,318007,273000,14500,34000,339691,Харків
Старинець Роман Анатолійович,33d6cf8f-7499-4bbe-a901-b0796d85a7fc,Вінницька обєднана державна податкова інспекція Головного управління Міндоходів у Вінницькій області,начальник управління доходів і зборів з фізичних осіб,inspector,,49000,,,49000,Вінниця
Старовойт Ірина Михайлівна,6564f637-4243-4cca-b52c-9792e7fa0dac,Державна податкова інспекція у Печерському районі ГУ ДФС у м.Києві,начальник відділу,inspector,100000,120000,,,123846,
Стародубцев Олександр Євгенійович,d62eec0e-1344-4edd-bcce-153ed405efaa,Міністерство Економічного Розвитку і Торгівлі,директор департаменту регулювання державних закупівель,ministerstvo,183535,106163,,13085,127484,
Стасько Наталія Анатоліївна,35e44e4b-ca32-48cf-9084-a120911b87ed,Генеральна прокуратура України,прокурор відділу,prokuratura,,210000,,,210000,
Стець Юрій Ярославович,8a89e6c6-156b-46e1-a8f0-c4e4f6ef4d5d,Міністерство інформаційної політики України,Міністр інформаційної політики України,ministerstvo,196002,103395,,80000,198133,
Стороженко Дмитро Олександрович,ef5fc2a4-ce29-48cf-ae0b-6c84df7187a2,Національне антикорупційне бюро України,Детектив,slidchi,450000,25000,,,42307,
Страшненко Марина Володимирівна,5b42bf2e-25d0-40da-b122-4a844091fad5,Немишлянське відділення поліції Індустріального відділу поліції Головного управління Національної поліції в Харківській області,слідчий Немишлянського відділення поліції Індустріального відділу поліції ГУНП в Харківській області (м.Харків),slidchi,440300,10000,,,26934,Харків
Стрелюк Ян Володимирович,3668d904-3ae5-4842-a617-e935c57963d4,Прокуратура міста Києва,Начальник відділу,prokuratura,,100000,,,100000,
Ступак Наталія Романівна,8712c596-a0d2-4c0b-8689-7e357db7211d,ДПІ у Шевченківському районі ГУ ДФС у м. Києві,Головний державний інспектор,inspector,29206,35000,,,36123,
Сулім Владислав Володимирович,6a7d6cb9-2863-4626-83df-4ee216151819,Київський апеляційний господарський суд,суддя,suddia,247277,189329,1435,35643,239412,Київ
Супруненко Олександр Іванович,92e55a49-e24e-4e19-85f4-4ea23c34baa7,Верховна Рада України,Народний депутат України,deputat,89953372,6950000,,1340000,11870345,
Сутко Рустам Чолоєвич,c11694a9-67ef-4412-aad6-b74fb92f6ca4,Прокуратура Київської області,заступник начальника слідчого управління - начальник першого слідчого відділу,prokuratura,5400000,,,,207692,Київ
Суховетрук Ігор Леонідович,ca15bd3e-0452-41e2-a239-84c1870e24f1,Генеральна прокуратура України,Заступник начальника Департаменту підтримання державного обвинувачення та представництва інтересів громадянина або держави в судах-начальник управління представництва інтересів громадян або держави в суді,prokuratura,324824,47000,,45000,108543,
Суховолець Уляна Андріївна,3d1f4dc1-eea0-4bce-95a9-5d664a86aed7,прокуратура міста Києва,"заступник начальника відділу організації прийому громадян, розгляду звернень та запитів",prokuratura,3900000,,,,150000,
Суховолець Уляна Андріївна,6eb822ea-9030-4ad8-ac4a-2f690b54a3a0,прокуратура міста Києва,заступник начальника відділу,prokuratura,3900000,,,,150000,
Сухомлин Сергій Іванович,b7891aa3-033f-44dc-b332-494d73cf90f1,Житомирська міська рада,міський голова,golova,2273625,110000,,32000,232327,Житомир
Суярко Тетяна Дмитрівна,9e943eb5-1d02-4a2d-a9db-fa4aef3ad923,Господарський суд Харківської області,суддя,suddia,3150000,307000,,,428153,Харків
Тагієв Садіг Рза огли,abe3a88d-c27e-4dd1-bc8f-ed63a61e8be9,Апеляційний суд Чернігівської ообласті,голова суду,suddia,2798444,1097939,,11700,1218324,
Танасійчук Віктор Іванович,2056b8b4-36ee-4476-985d-187f927f827a,Міністерство закордонних справ України,Радник-посланник Посольства України в КНР,ministerstvo,3380992,,,26000,158378,
Танцюра Катерина Олексіївна,4f742ce0-b892-414f-8c5c-c3c98da46fc1,Одеський окружний адміністративний суд,суддя,suddia,7967900,,,,306457,Одеса
Тарута Сергій Олексійович,627e47c8-3dca-407f-8110-d3301f66b768,Верховна Рада України,Народний депутат України,deputat,4026493,6963426,20000,562642,7755570,
Тацій Лариса Василівна,d251d1e8-8553-492b-af0a-0db493473152,Харківський апеляційний адміністративний суд,суддя,suddia,993235,102862,,1,141064,Харків
Твердохлєб Марина Юріївна,d9c1c7b0-9260-49b2-ae44-2d297c6056b5,ДПІ у Подільському районі ГУ ДФС м.Києва,Начальник інспекції,inspector,,90000,,,90000,
Твердохліб Юрій Володимирович,55acbb81-fb42-4107-b26b-b525c7986431,Слідче управління фінансових розслідувань Головного управління ДФС В Одеській області,Начальник другого відділу розслідування кримінальних проваджень слідчого управління фінансових розслідувань Головного управління ДФС В Одеській області,slidchi,1701452,,,,65440,Одеса
Терентьєв Юрій Олександрович,fd0162a0-718a-4a8d-bcf3-2b3c05077efa,Антимонопольний комітет України,Голова Антимонопольного комітету України,,4481003,893103,,3230,1068969,
Тимофєєв Володимир Георгійович,03e379ea-be25-4168-b91c-afa541517819,Секретаріат Кабінету Міністрів України,заступник директора Департаменту - завідуючий відділом ,ministerstvo,302000,54737,,22300,90659,
Тимошенко Максим Петрович,2c751716-7c01-4729-9f43-2927a04fc5e5,Київська місцева прокуратура №4,Керівник ,prokuratura,,205000,,,205000,Київ
Тимошенко Наталія Андріївна,26b9b791-5c97-4e3d-a3a9-1a0d624b37dc,Прокуратура міста Києва,прокурор відділу,prokuratura,,205000,,,205000,
Тимошенко Олександр Михайлович,7a06103f-ff9d-4596-a085-3ab1fdf1cd09,Господарський суд Житомирської області,суддя,suddia,2749501,40000,,,145750,Житомир
Тимошенко Світлана Анатоліївна,dad43fd1-3355-4be3-bea4-f87447dc964e,Спеціалізована державна податкова інспекція з обслуговування великих платників податків у м. Харкові Межрегіонального головного управління Державної фіскальної служби,Начальник відділу аналізу ризиків та операцій у сфері ЗЕД,inspector,15250,59131,,10000,70617,Харків
Тимошенко Юлія Володимирівна,16c6074f-bd00-42ae-baa3-ad87e6e56751,Верховна Рада України,Народний депутат України,deputat,4153621,270000,,163000,607424,
Тимченко Володимир Григорович,093211e8-2c6e-47e0-893c-2204f50b9136,Березанська міська рада,міський голова,golova,4420000,,,,170000,
Тимчук Айна Леонідівна,8f8a1f27-347d-42e2-b5bb-4c38dd680a80,Дніпропетровська обласна державна адміністрація,заступник голови - керівник апарату Дніпропетровської обласної державної адміністрації,golova,25280000,86000,,,1058307,Дніпропетровськ
Тимчук Андрій Олександрович,f8612a8f-6553-4cb7-94c0-791e68e41e1c,Харківська обласна державна адміністрація,директор департаменту екології та природних ресурсів Харківської обласної державної адміністрації,,25280000,86000,,,1058307,Харків
Тичкова Олена Юріївна,9e584dce-b33c-4d7f-a89f-1aee4b300c10,Апеляційний суд Харківської області,Суддя,suddia,5801144,400000,,300,623447,Харків
Тищенко Вадим Іванович,80770a6d-460e-4889-a3e5-2cbd2b1c2e61,прокуратура Миколаївської області,начальник Жовтневого відділу Миколаївської місцевої прокуратури №2,prokuratura,315000,97000,,,109115,Миколаїв
Тісецький Сергій Сергійович,92f3f739-9260-461f-ad2d-becc641fe034,господарський суд Вінницької області,суддя,suddia,,174056,,,174056,Вінниця
Ткаченко Валерій Вікторович,5788db41-6315-4334-ac89-f8377577b048,Київська місцева прокуратура № 8,Прокурор прокуратури,prokuratura,,110000,,,110000,Київ
Ткаченко Юрій Іванович,67908ad5-4632-4840-98e9-fd2b9421b985,Одеська обласна державна адміністрація,начальнік відділу,,803956,879800,,,910721,Одеса
Ткачук Геннадій Віталійович,957876ed-6452-4f23-bdc3-6b8bde81ab8b,Верховна Рада України,народний депутат України,deputat,3750000,680000,,170000,1009530,
Ткачук Олег Степанович,edbe1e8e-123b-435e-82c8-b7078861a284,Вищий спеціалізований суд України з розгляду цивільних і кримінальних справ,суддя,suddia,80000,119612,,1972,124838,
Толкач Володимир Сергійович,3aa24685-5481-4792-93e5-6abc62b4735a,"Посольство України в Державі Кувейт, Міністерство закордонних справ України",Надзвичайний і Повноважний Посол України в Державі Кувейт,ministerstvo,,194000,,,194000,
Торчинюк Вадим Георгійович,31d646c6-4d3e-4eef-bf10-642e5b4a2ac2,Господарський суд Рівненської області,"суддя, голова Господарського суду Рівненської області",golova,456705,78851,215,183403,296583,Рівне
Трачук Олег Вячеславович,1d337f9a-2ff5-4130-b42b-8603ee4d0ffd,Генеральна прокуратура України,начальник відділу,prokuratura,,107000,,,107000,
Третьяков Олександр Юрійович,0409330c-176c-4133-9055-e0303ba244f0,Верховна Рада України,"Народний депутат України, Голова Комітету Верховної Ради України у справах ветеранів, учасників бойових дій, учасників антитерористичної операції та людей з інвалідністю",deputat,5381196,5485149,,2185478,8074289,
Тригубенко Віталій Миколайович,b6c16800-e91a-40b5-863f-393f67135b28,прокуратура Херсонської області,прокурор Херсонської області,prokuratura,412205,75000,,,90854,Херсон
Тригубенко Сергій Миколайович,f37ca1ce-0213-4c71-b0d2-66d631fe72dc,Верховна Рада України,Народний депутат України,deputat,150000,678300,,,684069,
ТРОЯН ВАДИМ АНАТОЛІЙОВИЧ,f0741a8f-22aa-4223-84be-c614a72152b4,Національна поліція України,Перший заступник Голови Національної поліції України - начальник кримінальної поліції,slidchi,32230,114854,,6000,122633,
Труханов Геннадій Леонідович,8c967e26-fd32-4305-97b2-1a011b0b025d,Виконавчий комітет Одеської міської ради,Одеський міський голова,golova,1928809,535457,,,609641,Одеса
Тука Георгій Борисович,39a61c2b-0cd2-4149-83e7-8e3abeaf0a4a,Міністерство з питань тимчасово окупованих територій та вимушено переміщений осіб України,заступник Міністра,ministerstvo,1181500,73120,,12000,131642,
Туній Ольга Григорівна,cef37525-d6d3-4349-93fa-8ea6fae3a369,Державна архітектурно-будівельна інспекція України,"Заступник начальника управління-начальник відділу зв'язків з громадськістю та ЗМІ Управління організаційного забезпечення, зв'язків з громадськістю, ЗМІ та інформатизації",inspector,1198007,15000,,,61077,
Туренко Олександр Валентинович,8d2b14a0-2b46-4cbd-9061-29d59686853c,Обухівська Районна Державна Адміністрація,Голова,,200000,506000,,,513692,
Туржанська Людмила Олександрівна,901629b7-e875-479a-9768-2bcff7ee28cc,Слідче управління Головного управління Національної поліції в Харківській області ,слідчий слідчого управління Головного управління Національної поліції в Харківській області ,slidchi,380000,37000,,,51615,Харків
Турчинов Олександр Валентинович,a680167d-09de-45ff-aa27-adfc7460938d,Рада національної безпеки і оборони України,Секретар Ради національної безпеки і оборони України,,305242,1493306,,66672,1577718,
Улінець Олег Євстахійович,f4cbf277-f8e4-471e-9c60-02f687bd6e11,Генеральна прокуратура України,начальник управління організації прийому громадян розгляду звернень та запитів,prokuratura,683752,104000,,,130298,
Урбанський Анатолій Ігорович,3ba86051-8c26-435c-bc07-19d404dbf624,Одеська обласна рада,Голова Одеської обласної ради 7 скликання,golova,25146879,,,,967187,Одеса
Урбанський Олександр Ігорович,b8a4f1e5-549d-47ab-8458-0e040e6d2db0,Верховна Рада України,Народний депутат України,deputat,25000000,,,,961538,
Устименко Євген Вікторович,87ab6c7f-33ad-4ac7-a44b-576635e6e9cf,Головна військова прокуратура Генеральної прокуратури України ,"прокурор відділу процесуального керівництва досудовим розслідуванням та підтримання державного обвинувачення у кримінальних провадженнях слідчого відділу управління процесуального керівництва та нагляду за додержанням законів органами, що провадять оперативно-розшукову діяльність",prokuratura,567654,187300,,235,209388,
Федоренко Дмитро Віталійович,456853d6-bf4a-4c16-89d2-b787ce36d491,Головного управління Національної поліції в Дніпропетровській області,заступник начальника слідчого управління Головного управління Національної поліції в Дніпропетровській області,slidchi,200000,30000,,,37692,Дніпропетровськ
Федотов Ігор В’ячеславович,fc5a163b-5f42-4b23-bc98-4b652b21c64d,Київський апеляційний адміністративний суд,суддя,suddia,412502,121953,,,137818,Київ
Федюк Юрій Петрович,b0a19ff5-c034-4d28-bfbd-4d90d2bc9fa8,Генеральна прокуратура України,прокурор відділу,prokuratura,951772,52755,,,89361,
Фельдман Олександр Борисович,d63bdedf-4d48-4515-8e08-537f3230811a,ВЕРХОВНА РАДА УКРАЇНИ,народний депутат України,deputat,529880,3169312,,1433,3191253,
Фесенко Валентин Анатолійович,0a46ccac-f85f-4e76-98ee-03eef02ced7f,Державна податкова інспекція у Дарницькому районі Головного управління Державної фіскальної служби у м. Києві,Завідувач сектору організації роботи центру обслуговування платників та надання адміністративних послуг ,inspector,571000,,,,21961,
Філатов Борис Альбертович,7762d918-fe93-4285-8703-7fbe18312634,Дніпровська міська рада,Дніпровський міський голова,golova,5100000,1458000,,,1654153,Дніпропетровськ
Філатов Олексій Валерійович,2608e129-e026-4df9-9a42-4aa577035677,Адміністрація Президента України,Заступник Глави Адміністрації Президента України,,1800000,2094835,,25000,2191315,
Філатов Сергій Васильович,86f59710-18b5-4cc6-a337-b667b7d4051b,Національне антикорупційне бюро України,Детектив Третього відділу Першого підрозділу,slidchi,,120000,,,120000,
Філипенко Євген Сергійович,dad64bec-ff71-4e00-be72-b3be110ce26c,Державна фінансова інспекція в Донецькій області ,начальник відділу правової роботи ,inspector,680000,20000,,,46153,Донецьк
Філоненко Тарас Михайлович,0eb39fcc-4a39-44e1-a917-45bcbb624aff,Національне антикорупційне бюро України,старший детектив - керівник відділу детективів,slidchi,215526,27550,3000,9395,49680,
Філончук Валерій Васильович,8fb8d95e-761d-49b9-b38e-d5ca74f84b37,Державна архітектурно-будівельна інспекція України,Перший заступник Голови Державної архітектурно-будівельної інспекції України,inspector,250000,100000,,,109615,
Фоменко Євген Сергійович,0678acb4-16fe-45c7-ab47-413f4bed8987,Національна комісія з цінних паперів та фондового ринку,Директор департаменту інформаційних технологій,,385818,366011,,216603,616947,
Фраціян Олександр Васильович,9c72dd06-bb8e-4c02-b8c5-c282063a6800,Управління СБУ в Чернівецькій області,Заступник начальника слідчого відділу,slidchi,,110000,,30000,142700,Чернівці
Фурман Володимир Михайлович,bcb0d31a-e4ee-4b8d-89fd-6770a0157df9,Прокуратура міста Києва,заступник керівника Київської місцевої прокуратури №6,prokuratura,,115000,,,115000,Київ
Фурсін Іван Геннадійович,89263cf0-3603-401d-b220-bb4dd0f73632,Верховна Рада України,Депутат восьмого скликання,deputat,10187841,5850000,,1025000,7359090,
Харкевич Ігор Петрович,f7287774-23e9-4322-9898-d17a125730ac,Офіс великих платників податків ДФС,старший слідчий з особливо важливих справ першого відділу кримінальних проваджень слідчого управління фінансових розслідувань Офісу великих платників податків ДФС,slidchi,80000,23500,,,26576,
Харлов Олександр Олександрович,d2a34be9-cb54-4baf-ad67-8c8c6d38dce9,Прокуратура міста Києва ,Начальник управління нагляду у кримінальному провадженні прокуратури міста Києва,prokuratura,727909,52000,,12000,93076,
Холод Руслан Віталійович,c4e6249e-ca19-474d-b738-57b7814b8181,Черкаський окружний адміністративний суд,суддя,suddia,11572,120000,,11000,132435,Черкаси
Холявченко Валерій Леонідович,a042885b-8069-4bef-9599-740dd895b599,Державна податкова інспекція у Бабушкінському районі міста Дніпро ГУ ДФС у Дніпропетровській області,Начальник відділу погашення боргу,inspector,735000,3000,,2000,33449,Дніпропетровськ
Хоманець Володимир Анатолійович,d15cda05-6879-4914-9a32-d02821ad2f48,Міністерство закордонних справ,Заступник начальника Управління економічного співробітництва - начальник відділу міжнародних фінансових інституцій,ministerstvo,,100000,,,100000,
Хомутиннік Віталій Юрійович,c857d0c7-99b2-4849-a6dd-1384ed043e56,Апарат Верховної Ради України,Народний депутат України,deputat,103888874,14161936,,973555,19218836,
Хомутиннік Віталій Юрійович,a8a8bf49-e3e3-4f74-ad0a-fff3512df2b4,Верховна Рада України,Народний депутат України,deputat,103888874,14161936,,973555,19218836,
Хоній Зоя Володимирівна,5861cbd5-7337-4959-bf7c-ac47fb41ac2a,Дубенська об'єанана державна податкова інспекція Головного управління ДФС у Рівненській області,начальник Дубенської ОДПІ ГУ ДФС у Рівненській області,inspector,,46000,,,46000,Рівне
Хоцянівська Наталія Володимирівна,b6123ebd-6db5-485d-b9a2-35982437c31a,"Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України",Директор Департаменту економіки систем життєзабезпечення,ministerstvo,2511561,,,,96598,
Хромаєв Тимур Заурбекович,afd394e2-04a1-49a2-bfa4-d7539c327bb2,Національна комісія з цінних паперів та фондового ринку,Голова Національної комісії з цінних паперів та фондового ринку,,12230982,403300,,,873722,
Цюпка Володимир Миколайович,653367dd-ab5a-45ae-901f-29b93fe821e6,Державна податкова інспекція м. Полтаві Головного управління ДФС у Полтавській області,заступник начальника,inspector,42000,34500,,,36115,Полтава
Чала Ірина Олександрівна,605b692d-5f20-4933-b32e-1fd3561f6f00,Міністрество інфраструктури України,Директор департаменту міжнародного співробітництва (у відпустці по догляду за дитиною до досягнення нею трирічного віку),ministerstvo,,70000,,30000,102700,
Чапічадзе Ігор Юзович,a1add823-7634-464e-9ffc-8ff171657f9b,ДФС у Харківській області,Начальник Слідчого Управління ФР ГУ ДФС у Харківській області,slidchi,1070000,190000,,,231153,Харків
Чаплицький Віктор Володимирович,fce1e06b-bd3c-42da-9c7d-b3b36380a575,Київський районний суд міста Одеси,Суддя,suddia,853164,127000,,,159814,Київ
