,created_date,name,office,position,uuid,Декларант/активи у дорогоцінних (банківських) металах/UAH,Декларант/активи у дорогоцінних (банківських) металах/USD,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/USD,Декларант/готівкові кошти/BGN,Декларант/готівкові кошти/CAD,Декларант/готівкові кошти/CHF,Декларант/готівкові кошти/CNY,Декларант/готівкові кошти/EUR,Декларант/готівкові кошти/GBP,Декларант/готівкові кошти/GEL,Декларант/готівкові кошти/HKD,Декларант/готівкові кошти/HUF,Декларант/готівкові кошти/JPY,Декларант/готівкові кошти/NOK,Декларант/готівкові кошти/PLN,Декларант/готівкові кошти/QAR,Декларант/готівкові кошти/RUB,Декларант/готівкові кошти/SAR,Декларант/готівкові кошти/UAH,Декларант/готівкові кошти/USD,"Декларант/кошти, позичені третім особам/EUR","Декларант/кошти, позичені третім особам/GBP","Декларант/кошти, позичені третім особам/UAH","Декларант/кошти, позичені третім особам/USD","Декларант/кошти, розміщені на банківських рахунках/CAD","Декларант/кошти, розміщені на банківських рахунках/CHF","Декларант/кошти, розміщені на банківських рахунках/DKK","Декларант/кошти, розміщені на банківських рахунках/EUR","Декларант/кошти, розміщені на банківських рахунках/GBP","Декларант/кошти, розміщені на банківських рахунках/GEL","Декларант/кошти, розміщені на банківських рахунках/RUB","Декларант/кошти, розміщені на банківських рахунках/UAH","Декларант/кошти, розміщені на банківських рахунках/USD",Декларант/інше/EUR,Декларант/інше/RUB,Декларант/інше/UAH,Декларант/інше/USD,Родина/активи у дорогоцінних (банківських) металах/UAH,Родина/активи у дорогоцінних (банківських) металах/USD,Родина/внески до кредитних спілок та інших небанківських фінансових установ/EUR,Родина/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Родина/внески до кредитних спілок та інших небанківських фінансових установ/USD,Родина/готівкові кошти/CAD,Родина/готівкові кошти/CHF,Родина/готівкові кошти/EUR,Родина/готівкові кошти/GBP,Родина/готівкові кошти/HUF,Родина/готівкові кошти/NOK,Родина/готівкові кошти/PLN,Родина/готівкові кошти/RUB,Родина/готівкові кошти/UAH,Родина/готівкові кошти/USD,"Родина/кошти, позичені третім особам/EUR","Родина/кошти, позичені третім особам/UAH","Родина/кошти, позичені третім особам/USD","Родина/кошти, розміщені на банківських рахунках/CAD","Родина/кошти, розміщені на банківських рахунках/CHF","Родина/кошти, розміщені на банківських рахунках/EUR","Родина/кошти, розміщені на банківських рахунках/GBP","Родина/кошти, розміщені на банківських рахунках/RUB","Родина/кошти, розміщені на банківських рахунках/SEK","Родина/кошти, розміщені на банківських рахунках/UAH","Родина/кошти, розміщені на банківських рахунках/USD",Родина/інше/EUR,Родина/інше/RUB,Родина/інше/UAH,Родина/інше/USD
73107,2016-10-28 0:00:00,Савка Вадим Юрійович,Міжгірський відділ Хустської місцевої прокуратури Закарпатської області,Прокурор Міжгірського відділу Хустської місцевої прокуратури Закарпатської області,6f45f80c-cf42-4034-9d06-6c2d8e198a2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23378,2016-10-26 0:00:00,Самолюк Марія Василівна,Міжгірський відділ Хустської місцевої прокуратури Закарпатської області,Прокурор Міжгірського відділу Хустської місцевої прокуратури Закарпатської області,bcfdbfff-4b1a-4e57-a150-e41b559f83a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21039,2016-10-25 0:00:00,Корсун Дмитро Олександрович,Міловський відділ Старобільської місцевої прокуратури Луганської області,прокурор Міловського відділу Старобільської місцевої прокуратури Луганської області,8eaf76bc-a365-419b-adb2-a2da84fd1da3,,,,,,,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,2016-10-24 0:00:00,Зиско Наталія Сергіївна,Міловський відділ Старобільської місцевої прокуратури Луганської області,Прокурор Міловського відділу Старобільської місцевої прокуратури Луганської області ,39eabfc4-e0e2-4466-9717-fffaafc882a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59660,2016-10-28 0:00:00,Говда Роман Михайлович,Прокуратура міста Києва,Прокурор міста Києва,d2e5c0e8-e55f-4868-bf77-9cebed88c78d,,,,,,,,,,,,,,,,,,,,,23000,,,,,,,,,,,,61630,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,
53970,2016-10-28 0:00:00,Кондратенко Григорій Миколайович,прокуратура Полтавської області,прокурор міста Кременчука,892b33f6-9d99-484b-beef-89842ef8e6f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48226,2016-10-28 0:00:00,Мамедов Гюндуз Айдинович,прокуратура Одеської області,"прокурор міста Одеси, заступник прокурора Одеської області",c8e2e990-8b66-4301-8497-036af08dc604,,,,,,,,,29000,,,,,,,,,,,350000,26000,,,,,,,,,,,,,20542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33371,2016-10-28 0:00:00,Бахмут Сергій Ігоревич,Запорізька місцева прокуратура №1,прокурор місцевої прокуратри ,c622e0b3-c5b4-423b-8393-f99c150abe4f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79426,2016-10-28 0:00:00,Алехіна Катерина Олегівна,Первомайська місцева прокуратура Харківської області,Прокурор місцевої прокуратури,e9e01971-94d7-4598-9607-169a1c9ecd98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73469,2016-10-27 0:00:00,Антоненко Марина Сергіївна,Генічеська місцева прокуратура,прокурор місцевої прокуратури,3f64ecf4-8e9e-4111-9da1-92ab6927e5ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28265,2016-10-28 0:00:00,Бабич Дмитро Олександрович,Новокаховська місцева прокуратура Херсонської області,прокурор місцевої прокуратури,f33bcf97-106a-4db9-98d8-52967f90a5e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84482,2016-10-28 0:00:00,Базна Роман Вікторович,Чернівецька місцева прокуратура Чернівецької області,прокурор місцевої прокуратури,1de1347a-66b8-43d2-9881-a740ef44ce4f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91685,2016-10-27 0:00:00,Базярук Інна Миколаївна,Луцька місцева прокуратура Волинської області,прокурор місцевої прокуратури,a601c568-cabd-42ea-83ab-91fe2724ae4f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73742,2016-10-29 0:00:00,Бех В'ячеслав Павлович,Комінтернівська місцева прокуратура Одеської області,Прокурор місцевої прокуратури,eb21901c-5cbb-41ce-a1ea-f6439824d326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87366,2016-10-28 0:00:00,Білець Ірина Вікторівна,Токмацька місцева прокуратура Запорізької області,Прокурор місцевої прокуратури,6f214ebb-d01b-48b3-8b9c-fb1b0c2cda13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,6469,,,,,
41107,2016-10-21 0:00:00,Бобко Таїсія Борисівна,Золотоніська місцева прокуратура прокуратури Черкаської області,прокурор місцевої прокуратури,bac95cef-5dfd-4ecc-8a8e-c07610397b96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19802,2016-10-28 0:00:00,Боднар Ерік Аурелович,Тячівська місцева прокуратура Закарпатської області,прокурор місцевої прокуратури,e406e662-1868-450e-93b1-7b22bfac6835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103188,2016-10-27 0:00:00,Бондаренко Іван Олександрович,Київська місцева прокуратура № 7,Прокурор місцевої прокуратури,9f1e1581-3547-4789-a77c-58b7baf12399,,,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,,,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71069,2016-10-21 0:00:00,Буліч Володимир Олександрович,прокуратура Дніпропетровської області,прокурор місцевої прокуратури,6d2722cd-f680-4509-8979-3442395978b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78272,2016-10-28 0:00:00,Бурова Вероніка Валеріївна,Новокаховська місцева прокуратура Херсонської області,прокурор місцевої прокуратури,78a5c7b2-0ec4-4d1b-a598-f7e8bf3c912d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7373,2016-10-12 0:00:00,Буряк Дар‘я Ігорівна,Маріупольська місцева прокуратура № 1 Донецької області,прокурор місцевої прокуратури,d8bdefbd-75eb-4a06-8fe4-afa325039093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40983,2016-10-21 0:00:00,Бутенко Інна Олександрівна,Дніпродзержинська місцева прокуратура,Прокурор місцевої прокуратури,512d5382-4257-4769-9abd-96b6e549db1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,2016-10-28 0:00:00,Василенко Олена Миколаївна,Старокостянтинівська місцева прокуратура Хмельницької області,прокурор місцевої прокуратури,413aa965-5062-4a64-bb0e-fc41e2d408d0,,,,,,,,,,,,,,,,,,,,4874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33512,2016-10-30 0:00:00,Верховська Світлана Іванівна,"прокуратура Закарпатської області, Хустська місцева прокуратура",прокурор місцевої прокуратури,d7ae3027-7f26-4205-a1ba-ba85bf89eccc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47961,2016-10-29 0:00:00,Волков Ілля Іванович,Білгород-Дністровська місцева прокуратура,прокурор місцевої прокуратури,1d464bb0-e1bd-474f-a2ac-d25b3dddad5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32807,2016-10-20 0:00:00,Волочій Сергій Олександрович,Дніпропетровська місцева прокуратура №1 ,Прокурор місцевої прокуратури,50e96aba-cc88-4628-9fda-6c9d642e6f23,,,,,,,,,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19448,2016-10-27 0:00:00,Гречка Елла Анатоліївна,Маріупольська місцева прокуратура №1 прокуратура Донецької області,прокурор місцевої прокуратури,a6132eea-f6ad-47c9-8860-8a93504ce06b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32018,2016-10-26 0:00:00,Гринь Григорій Григорович,Полтавська місцева прокуратура Полтавської області,прокурор місцевої прокуратури,0e93fd86-c51a-45b3-82e4-11fc458ae4d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44877,2016-10-26 0:00:00,Грушанський Андрій Олександрович,Запорізька місцева прокуратура №1 Запорізької області,прокурор місцевої прокуратури,d91b2137-6c4d-45e0-9b21-72aaa93c3f3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56904,2016-10-28 0:00:00,Гутник Ростислав Богданович,Городоцька місцева прокуратура Львівської області,прокурор місцевої прокуратури,362d4c67-4551-4ced-bf32-56d942c99c0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32024,2016-10-27 0:00:00,Денис Наталія Ярославівна,Самбірська місцева прокуратура Львівської області,прокурор місцевої прокуратури,9fa462fc-798d-47df-b678-95d99a4c4e75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85406,2016-10-26 0:00:00,Доброскок Олександр Миколайович,Харківська місцева прокуратура №3 Харківської області,прокурор місцевої прокуратури,56f67d14-41d6-43fb-8e4c-76811835e3ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24781,2016-10-25 0:00:00,Думініка Олександр Федорович,Одеська місцева прокуратура №3,прокурор місцевої прокуратури,97ed7a5b-e986-426b-b25e-dc4d697363d4,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6979,2016-10-21 0:00:00,Елоян Римма Левіківна,Краматорська місцева прокуратура Донецької області,прокурор місцевої прокуратури,6190c80d-2bda-4416-8cbc-ae835b24667a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30111,2016-10-28 0:00:00,Євченко Ірина Олександрівна,Черкаська місцева прокуратура,Прокурор місцевої прокуратури,3de1bd31-3a4f-418f-92a3-65a5544652a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,,,,,,,,,,,,,,,,
22558,2016-10-26 0:00:00,Зарубайко Надія Іванівна,Сторожинецька місцева прокуратура,прокурор місцевої прокуратури,b0c236e6-e607-414d-9a30-8c53a5c8b141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19959,2016-10-26 0:00:00,Іляшко Анастасія Олександрівна,Тячівська місцева прокуратура Закарпатської області,прокурор місцевої прокуратури,2e0a9757-b095-4fde-9117-c197ce2a0277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820,2016-10-29 0:00:00,Істомін Віталій Вікторович,Бериславська місцева прокуратура Херсонської області,прокурор місцевої прокуратури,98a350c2-c10b-4cbe-ad9f-74285075e10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56571,2016-10-25 0:00:00,Кадацька Дар'я Миколаївна,Лисичанська місцева прокуратура Луганської області,прокурор місцевої прокуратури,c93463cf-bf00-4104-afe4-090bfe0df125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29490,2016-10-27 0:00:00,Калиновська Людмила Олександрівна,Володимир-Волинська місцева прокуратура Волинської області,прокурор місцевої прокуратури,23bb1154-f700-4ee6-a878-7d095905bb4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92717,2016-10-26 0:00:00,Капшин Андрій Віталійович,Новокаховська місцева прокуратура Херсонської області,прокурор місцевої прокуратури,d93dac8a-c7be-4d5a-b8d9-b325f949efc8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100053,2016-10-21 0:00:00,Караван Антон Миколайович,Каховська місцева прокуратура,прокурор місцевої прокуратури,7ad4f439-0967-4e68-ac9b-aae0786ed530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72487,2016-10-27 0:00:00,Карцев Олексій Анатолійович,Комінтернівська місцева прокуратура Одеської області,прокурор місцевої прокуратури,390420fe-1d50-45c9-92cc-67f6af3afa84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101574,2016-10-29 0:00:00,Каспрук Денис Ігорович,Бориспільска місцева прокуратура Київської області,прокурор місцевої прокуратури,47ca925f-7646-48e6-9f3f-ffa7346a883d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51417,2016-10-25 0:00:00,Кедрук Вадим Валерійович,Здолбунівська місцева прокуратура Рівненської області,прокурор місцевої прокуратури,2bbb3387-aad3-4a94-b642-55e8f187ac8c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93467,2016-10-28 0:00:00,Кирницька Ілона Геннадіївна,Кельменецька місцева прокуратура,Прокурор місцевої прокуратури,8ee44576-222c-4af7-8ac7-885b07986149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79655,2016-10-28 0:00:00,Коваленко Ігор Петрович,Новокаховська місцева прокуратура Херсонської області,Прокурор місцевої прокуратури,781cb567-f91b-4bef-b26b-1df2742ce1b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65048,2016-10-25 0:00:00,Костік Андрій Сергійович,Одеська місцева прокуратура №3,прокурор місцевої прокуратури,98d66777-eb73-42f0-addf-952e18d6d6e5,,,,,,,,,,,,,,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470000,,,,,,,,,,,,,,,,
1316,2016-10-21 0:00:00,Кот-Тимошенко Ольга Михайлівна,Менська місцева прокуратура Чернігівської області,прокурор місцевої прокуратури,85feeb95-e96b-4492-b2b3-4b7fae608483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38813,12663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93290,2016-10-21 0:00:00,Красилич Сергій Олександрович,Широківський відділ Криворізької місцевої прокуратури № 1 Дніпропетровської області,прокурор місцевої прокуратури,5da09b56-2868-4971-a8f1-72cdb0fb769a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12900,2016-10-26 0:00:00,Кривенко Олександр Сергійович,Маріупольська місцева прокуратура №1 Донецької області,прокурор місцевої прокуратури,9ed67594-a90d-49fd-8fec-ce6c4128289f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21189,2016-10-27 0:00:00,Кролєвцов Олександр Леонідович,Харківська місцева прокуратира №4,прокурор місцевої прокуратури,071ddd53-f9cc-4598-897a-b6f7814ce8c9,,,,,,,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,2016-10-11 0:00:00,Кузь Андрій Володимирович,Маріупольська місцева прокуратура № 1 Донецької області,прокурор місцевої прокуратури,38656ae9-0ce2-4b97-b561-7658fc32c72d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60705,2016-10-27 0:00:00,Кузьмич Денис Олександрович,Бершадська місцева прокуратура Вінницької області,Прокурор місцевої прокуратури,4dadfeef-eae2-4355-802b-aa8588d4db28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67193,2016-10-27 0:00:00,Кузьміна Ольга Володимирівна,Львівська місцева прокуратура №1 Львівської області,прокурор місцевої прокуратури,15d43552-a7c4-43d1-89c8-6c0f72827cbf,,,,,,,,,,,,,,,,,,,,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,,,,,,,,,,,,,,,,
65362,2016-10-29 0:00:00,Курлатова Юлія Олексіївна,Київська місцева прокуратура №4 ,прокурор місцевої прокуратури,842c3ff1-7404-4c39-841c-14c81fac37e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42186,2016-10-28 0:00:00,Лебедєв Валентин Миколайович,Одеська місцева прокуратура № 3 Одеської області,прокурор місцевої прокуратури,c315be14-e884-4d83-8fc5-aace12edef53,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,2016-10-28 0:00:00,Левадна Катерина Анатоліївна,Київська місцева прокуратура №1 ,прокурор місцевої прокуратури,dd5ff801-c9b4-41da-931f-ab8a5920ec8c,,,,,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45872,2016-10-06 0:00:00,Левосюк Юлія Олександрівна,Шепетівська місцева прокуратура,прокурор місцевої прокуратури,6857587b-7371-4ded-95e1-0314f7013f9c,,,,,,,,,,,,,,,,,,,,66949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36152,,,,,
93669,2016-10-21 0:00:00,Летюча Катерина Анатоліївна,Криворізька місцева прокуратура №2,прокурор місцевої прокуратури,b8e0f737-d5f2-4e76-9eeb-b082f7c28e4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,2016-10-27 0:00:00,Лимарєв Євген Олександрович,прокуратура Донецької області - Маріупольська місцева прокуратура №1,прокурор місцевої прокуратури,32aeb137-8ce8-4584-8d2b-31536c8173a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14655,2016-10-21 0:00:00,Лихолат Богдан Дмитрович,Дніпропетровська місцева прокуратура №1 Дніпропетровської області,прокурор місцевої прокуратури,f5b4b457-df85-480e-b6a5-3d085abb3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97902,2016-10-29 0:00:00,Льовкіна Світлана Олексіївна,Київська місцева прокуратура № 9,прокурор місцевої прокуратури,f1ed0eba-ffbc-4771-9945-b5297d80dbba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,,,,,,,13234,,,,,
6908,2016-10-24 0:00:00,ЛЮБИНЕЦЬКИЙ ВАДИМ ОЛЕКСАНДРОВИЧ,Полтавська місцева прокуратура,прокурор місцевої прокуратури,7edfe8b4-2fa3-463c-b326-5156c01ec2a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96379,2016-10-27 0:00:00,Масловська Аліна Вікторівна,Житомирська місцева прокуратура Житомирської області,Прокурор місцевої прокуратури,7203f9f4-5cab-4d03-9640-4bc6ad74aa2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22494,2016-10-28 0:00:00,Махатадзе Назарій Дудуйович,"Одеська місцева прокуратура №3, Одеської області ",Прокурор місцевої прокуратури,788c4ea8-efd2-477c-a463-dc79f37ab8f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7129,2016-10-26 0:00:00,Мельник Володимир Миколайович,Старокостянтинівська місцева прокуратура Хмельницької області,прокурор місцевої прокуратури,4495cb19-a929-4ff7-9b44-d787c3fc6cf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34978,2016-10-28 0:00:00,Михеєва Катерина Вікторівна,Одеська місцева прокуратура №1 Одеської області,Прокурор місцевої прокуратури,1f244820-0b38-499d-be13-68838fac4589,,,,,,,,,,,,,,,,,,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27599,2016-10-18 0:00:00,Ольховський Богдан Васильович,Охтирська місцева прокуратура Сумської області,прокурор місцевої прокуратури,13cbefae-2f56-4f6c-9aae-3c962b688621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31040,2016-10-26 0:00:00,Омельченко Анастасія Олегівна,Київська місцева прокуратура №6 в місті Києві,прокурор місцевої прокуратури,c7df073c-30fa-4a8b-885b-021ed24d6166,,,,,,,,,,,,,,,,,,,,80000,20000,,,2500000,,,,,,,,,381299,,,,230000,,,,,,,,,,,,,,,0,,,0,,,,,,,,400000,,,,,
78972,2016-10-28 0:00:00,Орищенко Світлана Юріївна,Новокаховська місцева прокуратура Херсонської області,прокурор місцевої прокуратури,04e0e784-5cd6-4ba6-ba54-31317adfe4e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80525,2016-10-29 0:00:00,Палагнюк Олексій Ігорович,Каховська місцева прокуратура Херсонської області,прокурор місцевої прокуратури,e7f878b1-b932-4dfc-bcc5-2740c3e3804b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76531,2016-10-28 0:00:00,Папакіца Юрій Васильович,Маріупольська місцева прокуратура № 1 Донецької області,прокурор місцевої прокуратури,b1f4a14e-f639-4b89-b30f-8b2990be0432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70550,2016-10-28 0:00:00,Перетятко Марія Анатоліївна,Жовківський відділ Червоноградської місцевої прокуратури Львівської області,прокурор місцевої прокуратури,b2fee56a-1ccf-4f04-89c3-6ee8534bcb6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25209,2016-10-27 0:00:00,Пінчук Олександр Петрович,Києво-Святошинська місцева прокуратура Київської області,прокурор місцевої прокуратури,c00b6caf-7b8f-4b4d-8028-0cd97afff8bf,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,
56700,2016-10-25 0:00:00,Пластун Тетяна Анатоліївна,Новокаховська місцева прокуратура Херсонської області,прокурор місцевої прокуратури,aa54101c-6940-4e3d-9372-3c08d0af090b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86627,2016-10-21 0:00:00,Польщиков Ігор Валерійович,Маріупольська місцева прокуратура №2 Донецької області,прокурор місцевої прокуратури,293e7984-89eb-4945-9bfe-dd1e686611e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
